creative,feature,model,train,tone
HOUSE/CA03 GARAMENDI CLINTON IN THIS TOGETHER,text,nb,1,1
HOUSE/CA03 GARAMENDI CLINTON IN THIS TOGETHER,music,lsvm,1,1
HOUSE/CA03 GARAMENDI CLINTON IN THIS TOGETHER,music,nsvm,1,1
HOUSE/CA03 GARAMENDI CLINTON IN THIS TOGETHER,music,knn,1,1
HOUSE/CA03 GARAMENDI CLINTON IN THIS TOGETHER,music,rf,1,1
HOUSE/CA03 GARAMENDI CLINTON IN THIS TOGETHER,music,nb,1,1
HOUSE/CA03 GARAMENDI CLINTON IN THIS TOGETHER,both,lsvm,1,1
HOUSE/CA03 GARAMENDI CLINTON IN THIS TOGETHER,both,nsvm,1,1
HOUSE/CA03 GARAMENDI CLINTON IN THIS TOGETHER,both,knn,1,1
HOUSE/CA03 GARAMENDI CLINTON IN THIS TOGETHER,both,rf,1,1
HOUSE/CA03 GARAMENDI CLINTON IN THIS TOGETHER,both,nb,1,1
HOUSE/CA03 GARAMENDI GREW UP ON THIS RANCH,text,lsvm,0,1
HOUSE/CA03 GARAMENDI GREW UP ON THIS RANCH,text,nsvm,0,1
HOUSE/CA03 GARAMENDI GREW UP ON THIS RANCH,text,knn,0,1
HOUSE/CA03 GARAMENDI GREW UP ON THIS RANCH,text,rf,0,1
HOUSE/CA03 GARAMENDI GREW UP ON THIS RANCH,text,nb,0,1
HOUSE/CA03 GARAMENDI GREW UP ON THIS RANCH,music,lsvm,0,1
HOUSE/CA03 GARAMENDI GREW UP ON THIS RANCH,music,nsvm,0,1
HOUSE/CA03 GARAMENDI GREW UP ON THIS RANCH,music,knn,0,1
HOUSE/CA03 GARAMENDI GREW UP ON THIS RANCH,music,rf,0,1
HOUSE/CA03 GARAMENDI GREW UP ON THIS RANCH,music,nb,0,1
HOUSE/CA03 GARAMENDI GREW UP ON THIS RANCH,both,lsvm,0,1
HOUSE/CA03 GARAMENDI GREW UP ON THIS RANCH,both,nsvm,0,1
HOUSE/CA03 GARAMENDI GREW UP ON THIS RANCH,both,knn,0,1
HOUSE/CA03 GARAMENDI GREW UP ON THIS RANCH,both,rf,0,1
HOUSE/CA03 GARAMENDI GREW UP ON THIS RANCH,both,nb,0,1
HOUSE/CA03 GARAMENDI MAKE IT IN AMERICA,text,lsvm,1,1
HOUSE/CA03 GARAMENDI MAKE IT IN AMERICA,text,nsvm,1,0
HOUSE/CA03 GARAMENDI MAKE IT IN AMERICA,text,knn,1,1
HOUSE/CA03 GARAMENDI MAKE IT IN AMERICA,text,rf,1,1
HOUSE/CA03 GARAMENDI MAKE IT IN AMERICA,text,nb,1,1
HOUSE/CA03 GARAMENDI MAKE IT IN AMERICA,music,lsvm,1,1
HOUSE/CA03 GARAMENDI MAKE IT IN AMERICA,music,nsvm,1,1
HOUSE/CA03 GARAMENDI MAKE IT IN AMERICA,music,knn,1,1
HOUSE/CA03 GARAMENDI MAKE IT IN AMERICA,music,rf,1,1
HOUSE/CA03 GARAMENDI MAKE IT IN AMERICA,music,nb,1,1
HOUSE/CA03 GARAMENDI MAKE IT IN AMERICA,both,lsvm,1,1
HOUSE/CA03 GARAMENDI MAKE IT IN AMERICA,both,nsvm,1,1
HOUSE/CA03 GARAMENDI MAKE IT IN AMERICA,both,knn,1,1
HOUSE/CA03 GARAMENDI MAKE IT IN AMERICA,both,rf,1,1
HOUSE/CA03 GARAMENDI MAKE IT IN AMERICA,both,nb,1,1
HOUSE/CA03 GARAMENDI&DCCC WATER,text,lsvm,1,1
HOUSE/CA03 GARAMENDI&DCCC WATER,text,nsvm,1,1
HOUSE/CA03 GARAMENDI&DCCC WATER,text,knn,1,1
HOUSE/CA03 GARAMENDI&DCCC WATER,text,rf,1,1
HOUSE/CA03 GARAMENDI&DCCC WATER,text,nb,1,1
HOUSE/CA03 GARAMENDI&DCCC WATER,music,lsvm,1,1
HOUSE/CA03 GARAMENDI&DCCC WATER,music,nsvm,1,1
HOUSE/CA03 GARAMENDI&DCCC WATER,music,knn,1,1
HOUSE/CA03 GARAMENDI&DCCC WATER,music,rf,1,0
HOUSE/CA03 GARAMENDI&DCCC WATER,music,nb,1,1
HOUSE/CA03 GARAMENDI&DCCC WATER,both,lsvm,1,1
HOUSE/CA03 GARAMENDI&DCCC WATER,both,nsvm,1,1
HOUSE/CA03 GARAMENDI&DCCC WATER,both,knn,1,1
HOUSE/CA03 GARAMENDI&DCCC WATER,both,rf,1,0
HOUSE/CA03 GARAMENDI&DCCC WATER,both,nb,1,1
HOUSE/CA03 VANN NEW DIRECTION,text,lsvm,1,1
HOUSE/CA03 VANN NEW DIRECTION,text,nsvm,1,1
HOUSE/CA03 VANN NEW DIRECTION,text,knn,1,1
HOUSE/CA03 VANN NEW DIRECTION,text,rf,1,0
HOUSE/CA03 VANN NEW DIRECTION,text,nb,1,0
HOUSE/CA03 VANN NEW DIRECTION,music,lsvm,1,1
HOUSE/CA03 VANN NEW DIRECTION,music,nsvm,1,0
HOUSE/CA03 VANN NEW DIRECTION,music,knn,1,0
HOUSE/CA03 VANN NEW DIRECTION,music,rf,1,0
HOUSE/CA03 VANN NEW DIRECTION,music,nb,1,0
HOUSE/CA03 VANN NEW DIRECTION,both,lsvm,1,0
HOUSE/CA03 VANN NEW DIRECTION,both,nsvm,1,0
HOUSE/CA03 VANN NEW DIRECTION,both,knn,1,0
HOUSE/CA03 VANN NEW DIRECTION,both,rf,1,0
HOUSE/CA03 VANN NEW DIRECTION,both,nb,1,0
HOUSE/CA06 MATSUI AN HONOR,text,lsvm,1,1
HOUSE/CA06 MATSUI AN HONOR,text,nsvm,1,1
HOUSE/CA06 MATSUI AN HONOR,text,knn,1,1
HOUSE/CA06 MATSUI AN HONOR,text,rf,1,1
HOUSE/CA06 MATSUI AN HONOR,text,nb,1,1
HOUSE/CA06 MATSUI AN HONOR,music,lsvm,1,0
HOUSE/CA06 MATSUI AN HONOR,music,nsvm,1,1
HOUSE/CA06 MATSUI AN HONOR,music,knn,1,0
HOUSE/CA06 MATSUI AN HONOR,music,rf,1,1
HOUSE/CA06 MATSUI AN HONOR,music,nb,1,0
HOUSE/CA06 MATSUI AN HONOR,both,lsvm,1,1
HOUSE/CA06 MATSUI AN HONOR,both,nsvm,1,1
HOUSE/CA06 MATSUI AN HONOR,both,knn,1,1
HOUSE/CA06 MATSUI AN HONOR,both,rf,1,1
HOUSE/CA06 MATSUI AN HONOR,both,nb,1,1
HOUSE/CA06 MATSUI HONORED,text,lsvm,1,1
HOUSE/CA06 MATSUI HONORED,text,nsvm,1,1
HOUSE/CA06 MATSUI HONORED,text,knn,1,1
HOUSE/CA06 MATSUI HONORED,text,rf,1,1
HOUSE/CA06 MATSUI HONORED,text,nb,1,1
HOUSE/CA06 MATSUI HONORED,music,lsvm,1,1
HOUSE/CA06 MATSUI HONORED,music,nsvm,1,1
HOUSE/CA06 MATSUI HONORED,music,knn,1,1
HOUSE/CA06 MATSUI HONORED,music,rf,1,1
HOUSE/CA06 MATSUI HONORED,music,nb,1,1
HOUSE/CA06 MATSUI HONORED,both,lsvm,1,1
HOUSE/CA06 MATSUI HONORED,both,nsvm,1,1
HOUSE/CA06 MATSUI HONORED,both,knn,1,1
HOUSE/CA06 MATSUI HONORED,both,rf,1,1
HOUSE/CA06 MATSUI HONORED,both,nb,1,1
HOUSE/CA07 BERA A PROMISE MADE IS A PROMISE KEPT,text,lsvm,1,1
HOUSE/CA07 BERA A PROMISE MADE IS A PROMISE KEPT,text,nsvm,1,1
HOUSE/CA07 BERA A PROMISE MADE IS A PROMISE KEPT,text,knn,1,1
HOUSE/CA07 BERA A PROMISE MADE IS A PROMISE KEPT,text,rf,1,1
HOUSE/CA07 BERA A PROMISE MADE IS A PROMISE KEPT,text,nb,1,1
HOUSE/CA07 BERA A PROMISE MADE IS A PROMISE KEPT,music,lsvm,1,1
HOUSE/CA07 BERA A PROMISE MADE IS A PROMISE KEPT,music,nsvm,1,0
HOUSE/CA07 BERA A PROMISE MADE IS A PROMISE KEPT,music,knn,1,0
HOUSE/CA07 BERA A PROMISE MADE IS A PROMISE KEPT,music,rf,1,1
HOUSE/CA07 BERA A PROMISE MADE IS A PROMISE KEPT,music,nb,1,0
HOUSE/CA07 BERA A PROMISE MADE IS A PROMISE KEPT,both,lsvm,1,1
HOUSE/CA07 BERA A PROMISE MADE IS A PROMISE KEPT,both,nsvm,1,1
HOUSE/CA07 BERA A PROMISE MADE IS A PROMISE KEPT,both,knn,1,1
HOUSE/CA07 BERA A PROMISE MADE IS A PROMISE KEPT,both,rf,1,1
HOUSE/CA07 BERA A PROMISE MADE IS A PROMISE KEPT,both,nb,1,0
HOUSE/CA07 BERA LUNGREN IS OUT OF STEP,text,lsvm,1,0
HOUSE/CA07 BERA LUNGREN IS OUT OF STEP,text,nsvm,1,0
HOUSE/CA07 BERA LUNGREN IS OUT OF STEP,text,knn,1,1
HOUSE/CA07 BERA LUNGREN IS OUT OF STEP,text,rf,1,0
HOUSE/CA07 BERA LUNGREN IS OUT OF STEP,text,nb,1,0
HOUSE/CA07 BERA LUNGREN IS OUT OF STEP,music,lsvm,1,1
HOUSE/CA07 BERA LUNGREN IS OUT OF STEP,music,nsvm,1,0
HOUSE/CA07 BERA LUNGREN IS OUT OF STEP,music,knn,1,1
HOUSE/CA07 BERA LUNGREN IS OUT OF STEP,music,rf,1,0
HOUSE/CA07 BERA LUNGREN IS OUT OF STEP,music,nb,1,0
HOUSE/CA07 BERA LUNGREN IS OUT OF STEP,both,lsvm,1,0
HOUSE/CA07 BERA LUNGREN IS OUT OF STEP,both,nsvm,1,0
HOUSE/CA07 BERA LUNGREN IS OUT OF STEP,both,knn,1,1
HOUSE/CA07 BERA LUNGREN IS OUT OF STEP,both,rf,1,0
HOUSE/CA07 BERA LUNGREN IS OUT OF STEP,both,nb,1,0
HOUSE/CA07 BERA MORE THAN AN OATH,text,lsvm,0,1
HOUSE/CA07 BERA MORE THAN AN OATH,text,nsvm,0,1
HOUSE/CA07 BERA MORE THAN AN OATH,text,knn,0,1
HOUSE/CA07 BERA MORE THAN AN OATH,text,rf,0,1
HOUSE/CA07 BERA MORE THAN AN OATH,text,nb,0,1
HOUSE/CA07 BERA MORE THAN AN OATH,music,lsvm,0,0
HOUSE/CA07 BERA MORE THAN AN OATH,music,nsvm,0,1
HOUSE/CA07 BERA MORE THAN AN OATH,music,knn,0,1
HOUSE/CA07 BERA MORE THAN AN OATH,music,rf,0,1
HOUSE/CA07 BERA MORE THAN AN OATH,music,nb,0,0
HOUSE/CA07 BERA MORE THAN AN OATH,both,lsvm,0,1
HOUSE/CA07 BERA MORE THAN AN OATH,both,nsvm,0,1
HOUSE/CA07 BERA MORE THAN AN OATH,both,knn,0,0
HOUSE/CA07 BERA MORE THAN AN OATH,both,rf,0,1
HOUSE/CA07 BERA MORE THAN AN OATH,both,nb,0,0
HOUSE/CA07 BERA PEOPLE ARE STRUGGLING,text,lsvm,1,1
HOUSE/CA07 BERA PEOPLE ARE STRUGGLING,text,nsvm,1,1
HOUSE/CA07 BERA PEOPLE ARE STRUGGLING,text,knn,1,1
HOUSE/CA07 BERA PEOPLE ARE STRUGGLING,text,rf,1,1
HOUSE/CA07 BERA PEOPLE ARE STRUGGLING,text,nb,1,1
HOUSE/CA07 BERA PEOPLE ARE STRUGGLING,music,lsvm,1,1
HOUSE/CA07 BERA PEOPLE ARE STRUGGLING,music,nsvm,1,1
HOUSE/CA07 BERA PEOPLE ARE STRUGGLING,music,knn,1,1
HOUSE/CA07 BERA PEOPLE ARE STRUGGLING,music,rf,1,1
HOUSE/CA07 BERA PEOPLE ARE STRUGGLING,music,nb,1,0
HOUSE/CA07 BERA PEOPLE ARE STRUGGLING,both,lsvm,1,1
HOUSE/CA07 BERA PEOPLE ARE STRUGGLING,both,nsvm,1,1
HOUSE/CA07 BERA PEOPLE ARE STRUGGLING,both,knn,1,1
HOUSE/CA07 BERA PEOPLE ARE STRUGGLING,both,rf,1,1
HOUSE/CA07 BERA PEOPLE ARE STRUGGLING,both,nb,1,1
HOUSE/CA07 BERA&DCCC IF YOU DON'T DO YOUR JOB,text,lsvm,0,1
HOUSE/CA07 BERA&DCCC IF YOU DON'T DO YOUR JOB,text,nsvm,0,1
HOUSE/CA07 BERA&DCCC IF YOU DON'T DO YOUR JOB,text,knn,0,1
HOUSE/CA07 BERA&DCCC IF YOU DON'T DO YOUR JOB,text,rf,0,0
HOUSE/CA07 BERA&DCCC IF YOU DON'T DO YOUR JOB,text,nb,0,1
HOUSE/CA07 BERA&DCCC IF YOU DON'T DO YOUR JOB,music,lsvm,0,0
HOUSE/CA07 BERA&DCCC IF YOU DON'T DO YOUR JOB,music,nsvm,0,0
HOUSE/CA07 BERA&DCCC IF YOU DON'T DO YOUR JOB,music,knn,0,0
HOUSE/CA07 BERA&DCCC IF YOU DON'T DO YOUR JOB,music,rf,0,1
HOUSE/CA07 BERA&DCCC IF YOU DON'T DO YOUR JOB,music,nb,0,0
HOUSE/CA07 BERA&DCCC IF YOU DON'T DO YOUR JOB,both,lsvm,0,1
HOUSE/CA07 BERA&DCCC IF YOU DON'T DO YOUR JOB,both,nsvm,0,1
HOUSE/CA07 BERA&DCCC IF YOU DON'T DO YOUR JOB,both,knn,0,1
HOUSE/CA07 BERA&DCCC IF YOU DON'T DO YOUR JOB,both,rf,0,0
HOUSE/CA07 BERA&DCCC IF YOU DON'T DO YOUR JOB,both,nb,0,0
HOUSE/CA07 OSE INDEPENDENT LEADER,text,lsvm,1,1
HOUSE/CA07 OSE INDEPENDENT LEADER,text,nsvm,1,1
HOUSE/CA07 OSE INDEPENDENT LEADER,text,knn,1,1
HOUSE/CA07 OSE INDEPENDENT LEADER,text,rf,1,1
HOUSE/CA07 OSE INDEPENDENT LEADER,text,nb,1,1
HOUSE/CA07 OSE INDEPENDENT LEADER,music,lsvm,1,1
HOUSE/CA07 OSE INDEPENDENT LEADER,music,nsvm,1,1
HOUSE/CA07 OSE INDEPENDENT LEADER,music,knn,1,1
HOUSE/CA07 OSE INDEPENDENT LEADER,music,rf,1,1
HOUSE/CA07 OSE INDEPENDENT LEADER,music,nb,1,1
HOUSE/CA07 OSE INDEPENDENT LEADER,both,lsvm,1,1
HOUSE/CA07 OSE INDEPENDENT LEADER,both,nsvm,1,1
HOUSE/CA07 OSE INDEPENDENT LEADER,both,knn,1,1
HOUSE/CA07 OSE INDEPENDENT LEADER,both,rf,1,1
HOUSE/CA07 OSE INDEPENDENT LEADER,both,nb,1,1
HOUSE/CA09 MCNERNEY GILL NEVER HELD A FULL TIME JOB,text,lsvm,1,0
HOUSE/CA09 MCNERNEY GILL NEVER HELD A FULL TIME JOB,text,nsvm,1,0
HOUSE/CA09 MCNERNEY GILL NEVER HELD A FULL TIME JOB,text,knn,1,0
HOUSE/CA09 MCNERNEY GILL NEVER HELD A FULL TIME JOB,text,rf,1,0
HOUSE/CA09 MCNERNEY GILL NEVER HELD A FULL TIME JOB,text,nb,1,0
HOUSE/CA09 MCNERNEY GILL NEVER HELD A FULL TIME JOB,music,lsvm,1,1
HOUSE/CA09 MCNERNEY GILL NEVER HELD A FULL TIME JOB,music,nsvm,1,0
HOUSE/CA09 MCNERNEY GILL NEVER HELD A FULL TIME JOB,music,knn,1,0
HOUSE/CA09 MCNERNEY GILL NEVER HELD A FULL TIME JOB,music,rf,1,0
HOUSE/CA09 MCNERNEY GILL NEVER HELD A FULL TIME JOB,music,nb,1,0
HOUSE/CA09 MCNERNEY GILL NEVER HELD A FULL TIME JOB,both,lsvm,1,0
HOUSE/CA09 MCNERNEY GILL NEVER HELD A FULL TIME JOB,both,nsvm,1,0
HOUSE/CA09 MCNERNEY GILL NEVER HELD A FULL TIME JOB,both,knn,1,1
HOUSE/CA09 MCNERNEY GILL NEVER HELD A FULL TIME JOB,both,rf,1,0
HOUSE/CA09 MCNERNEY GILL NEVER HELD A FULL TIME JOB,both,nb,1,0
HOUSE/CA09 MCNERNEY LOCAL VETERANS,text,lsvm,1,1
HOUSE/CA09 MCNERNEY LOCAL VETERANS,text,nsvm,1,1
HOUSE/CA09 MCNERNEY LOCAL VETERANS,text,knn,1,1
HOUSE/CA09 MCNERNEY LOCAL VETERANS,text,rf,1,1
HOUSE/CA09 MCNERNEY LOCAL VETERANS,text,nb,1,1
HOUSE/CA09 MCNERNEY LOCAL VETERANS,music,lsvm,1,1
HOUSE/CA09 MCNERNEY LOCAL VETERANS,music,nsvm,1,1
HOUSE/CA09 MCNERNEY LOCAL VETERANS,music,knn,1,1
HOUSE/CA09 MCNERNEY LOCAL VETERANS,music,rf,1,1
HOUSE/CA09 MCNERNEY LOCAL VETERANS,music,nb,1,1
HOUSE/CA09 MCNERNEY LOCAL VETERANS,both,lsvm,1,1
HOUSE/CA09 MCNERNEY LOCAL VETERANS,both,nsvm,1,1
HOUSE/CA09 MCNERNEY LOCAL VETERANS,both,knn,1,1
HOUSE/CA09 MCNERNEY LOCAL VETERANS,both,rf,1,1
HOUSE/CA09 MCNERNEY LOCAL VETERANS,both,nb,1,1
HOUSE/CA09 MCNERNEY WHOA,text,lsvm,1,0
HOUSE/CA09 MCNERNEY WHOA,text,nsvm,1,0
HOUSE/CA09 MCNERNEY WHOA,text,knn,1,1
HOUSE/CA09 MCNERNEY WHOA,text,rf,1,0
HOUSE/CA09 MCNERNEY WHOA,text,nb,1,0
HOUSE/CA09 MCNERNEY WHOA,music,lsvm,1,0
HOUSE/CA09 MCNERNEY WHOA,music,nsvm,1,0
HOUSE/CA09 MCNERNEY WHOA,music,knn,1,0
HOUSE/CA09 MCNERNEY WHOA,music,rf,1,0
HOUSE/CA09 MCNERNEY WHOA,music,nb,1,0
HOUSE/CA09 MCNERNEY WHOA,both,lsvm,1,0
HOUSE/CA09 MCNERNEY WHOA,both,nsvm,1,0
HOUSE/CA09 MCNERNEY WHOA,both,knn,1,1
HOUSE/CA09 MCNERNEY WHOA,both,rf,1,0
HOUSE/CA09 MCNERNEY WHOA,both,nb,1,0
HOUSE/CA09 MCNERNY CONSEQUENCES,text,lsvm,1,1
HOUSE/CA09 MCNERNY CONSEQUENCES,text,nsvm,1,1
HOUSE/CA09 MCNERNY CONSEQUENCES,text,knn,1,1
HOUSE/CA09 MCNERNY CONSEQUENCES,text,rf,1,1
HOUSE/CA09 MCNERNY CONSEQUENCES,text,nb,1,1
HOUSE/CA09 MCNERNY CONSEQUENCES,music,lsvm,1,0
HOUSE/CA09 MCNERNY CONSEQUENCES,music,nsvm,1,0
HOUSE/CA09 MCNERNY CONSEQUENCES,music,knn,1,1
HOUSE/CA09 MCNERNY CONSEQUENCES,music,rf,1,1
HOUSE/CA09 MCNERNY CONSEQUENCES,music,nb,1,0
HOUSE/CA09 MCNERNY CONSEQUENCES,both,lsvm,1,1
HOUSE/CA09 MCNERNY CONSEQUENCES,both,nsvm,1,1
HOUSE/CA09 MCNERNY CONSEQUENCES,both,knn,1,1
HOUSE/CA09 MCNERNY CONSEQUENCES,both,rf,1,1
HOUSE/CA09 MCNERNY CONSEQUENCES,both,nb,1,1
HOUSE/CA10 HERNANDEZ DENHAM MOST HYPOCRITICAL MAN IN CONGRESS,text,lsvm,0,0
HOUSE/CA10 HERNANDEZ DENHAM MOST HYPOCRITICAL MAN IN CONGRESS,text,nsvm,0,0
HOUSE/CA10 HERNANDEZ DENHAM MOST HYPOCRITICAL MAN IN CONGRESS,text,knn,0,0
HOUSE/CA10 HERNANDEZ DENHAM MOST HYPOCRITICAL MAN IN CONGRESS,text,rf,0,0
HOUSE/CA10 HERNANDEZ DENHAM MOST HYPOCRITICAL MAN IN CONGRESS,text,nb,0,0
HOUSE/CA10 HERNANDEZ DENHAM MOST HYPOCRITICAL MAN IN CONGRESS,music,lsvm,0,1
HOUSE/CA10 HERNANDEZ DENHAM MOST HYPOCRITICAL MAN IN CONGRESS,music,nsvm,0,0
HOUSE/CA10 HERNANDEZ DENHAM MOST HYPOCRITICAL MAN IN CONGRESS,music,knn,0,0
HOUSE/CA10 HERNANDEZ DENHAM MOST HYPOCRITICAL MAN IN CONGRESS,music,rf,0,0
HOUSE/CA10 HERNANDEZ DENHAM MOST HYPOCRITICAL MAN IN CONGRESS,music,nb,0,0
HOUSE/CA10 HERNANDEZ DENHAM MOST HYPOCRITICAL MAN IN CONGRESS,both,lsvm,0,0
HOUSE/CA10 HERNANDEZ DENHAM MOST HYPOCRITICAL MAN IN CONGRESS,both,nsvm,0,0
HOUSE/CA10 HERNANDEZ DENHAM MOST HYPOCRITICAL MAN IN CONGRESS,both,knn,0,1
HOUSE/CA10 HERNANDEZ DENHAM MOST HYPOCRITICAL MAN IN CONGRESS,both,rf,0,0
HOUSE/CA10 HERNANDEZ DENHAM MOST HYPOCRITICAL MAN IN CONGRESS,both,nb,0,0
HOUSE/CA10 HERNANDEZ FIGHTING,text,lsvm,1,1
HOUSE/CA10 HERNANDEZ FIGHTING,text,nsvm,1,1
HOUSE/CA10 HERNANDEZ FIGHTING,text,knn,1,1
HOUSE/CA10 HERNANDEZ FIGHTING,text,rf,1,1
HOUSE/CA10 HERNANDEZ FIGHTING,text,nb,1,1
HOUSE/CA10 HERNANDEZ FIGHTING,music,lsvm,1,1
HOUSE/CA10 HERNANDEZ FIGHTING,music,nsvm,1,1
HOUSE/CA10 HERNANDEZ FIGHTING,music,knn,1,1
HOUSE/CA10 HERNANDEZ FIGHTING,music,rf,1,1
HOUSE/CA10 HERNANDEZ FIGHTING,music,nb,1,1
HOUSE/CA10 HERNANDEZ FIGHTING,both,lsvm,1,1
HOUSE/CA10 HERNANDEZ FIGHTING,both,nsvm,1,1
HOUSE/CA10 HERNANDEZ FIGHTING,both,knn,1,1
HOUSE/CA10 HERNANDEZ FIGHTING,both,rf,1,1
HOUSE/CA10 HERNANDEZ FIGHTING,both,nb,1,1
HOUSE/CA10 HERNANDEZ WHAT IS HAPPENING,text,lsvm,1,0
HOUSE/CA10 HERNANDEZ WHAT IS HAPPENING,text,nsvm,1,0
HOUSE/CA10 HERNANDEZ WHAT IS HAPPENING,text,knn,1,0
HOUSE/CA10 HERNANDEZ WHAT IS HAPPENING,text,rf,1,0
HOUSE/CA10 HERNANDEZ WHAT IS HAPPENING,text,nb,1,0
HOUSE/CA10 HERNANDEZ WHAT IS HAPPENING,music,lsvm,1,0
HOUSE/CA10 HERNANDEZ WHAT IS HAPPENING,music,nsvm,1,0
HOUSE/CA10 HERNANDEZ WHAT IS HAPPENING,music,knn,1,0
HOUSE/CA10 HERNANDEZ WHAT IS HAPPENING,music,rf,1,0
HOUSE/CA10 HERNANDEZ WHAT IS HAPPENING,music,nb,1,0
HOUSE/CA10 HERNANDEZ WHAT IS HAPPENING,both,lsvm,1,0
HOUSE/CA10 HERNANDEZ WHAT IS HAPPENING,both,nsvm,1,0
HOUSE/CA10 HERNANDEZ WHAT IS HAPPENING,both,knn,1,0
HOUSE/CA10 HERNANDEZ WHAT IS HAPPENING,both,rf,1,0
HOUSE/CA10 HERNANDEZ WHAT IS HAPPENING,both,nb,1,0
HOUSE/CA10 HERNANDEZ&DCCC BELIEVE,text,lsvm,1,1
HOUSE/CA10 HERNANDEZ&DCCC BELIEVE,text,nsvm,1,1
HOUSE/CA10 HERNANDEZ&DCCC BELIEVE,text,knn,1,1
HOUSE/CA10 HERNANDEZ&DCCC BELIEVE,text,rf,1,1
HOUSE/CA10 HERNANDEZ&DCCC BELIEVE,text,nb,1,1
HOUSE/CA10 HERNANDEZ&DCCC BELIEVE,music,lsvm,1,1
HOUSE/CA10 HERNANDEZ&DCCC BELIEVE,music,nsvm,1,1
HOUSE/CA10 HERNANDEZ&DCCC BELIEVE,music,knn,1,1
HOUSE/CA10 HERNANDEZ&DCCC BELIEVE,music,rf,1,1
HOUSE/CA10 HERNANDEZ&DCCC BELIEVE,music,nb,1,1
HOUSE/CA10 HERNANDEZ&DCCC BELIEVE,both,lsvm,1,1
HOUSE/CA10 HERNANDEZ&DCCC BELIEVE,both,nsvm,1,1
HOUSE/CA10 HERNANDEZ&DCCC BELIEVE,both,knn,1,1
HOUSE/CA10 HERNANDEZ&DCCC BELIEVE,both,rf,1,1
HOUSE/CA10 HERNANDEZ&DCCC BELIEVE,both,nb,1,1
HOUSE/CA17 HONDA BILLIONAIRES,text,lsvm,0,0
HOUSE/CA17 HONDA BILLIONAIRES,text,nsvm,0,0
HOUSE/CA17 HONDA BILLIONAIRES,text,knn,0,0
HOUSE/CA17 HONDA BILLIONAIRES,text,rf,0,0
HOUSE/CA17 HONDA BILLIONAIRES,text,nb,0,0
HOUSE/CA17 HONDA BILLIONAIRES,music,lsvm,0,0
HOUSE/CA17 HONDA BILLIONAIRES,music,nsvm,0,0
HOUSE/CA17 HONDA BILLIONAIRES,music,knn,0,0
HOUSE/CA17 HONDA BILLIONAIRES,music,rf,0,0
HOUSE/CA17 HONDA BILLIONAIRES,music,nb,0,0
HOUSE/CA17 HONDA BILLIONAIRES,both,lsvm,0,0
HOUSE/CA17 HONDA BILLIONAIRES,both,nsvm,0,0
HOUSE/CA17 HONDA BILLIONAIRES,both,knn,0,1
HOUSE/CA17 HONDA BILLIONAIRES,both,rf,0,0
HOUSE/CA17 HONDA BILLIONAIRES,both,nb,0,0
HOUSE/CA20 FARR MAKE A DIFFERENCE 60,text,lsvm,1,1
HOUSE/CA20 FARR MAKE A DIFFERENCE 60,text,nsvm,1,0
HOUSE/CA20 FARR MAKE A DIFFERENCE 60,text,knn,1,1
HOUSE/CA20 FARR MAKE A DIFFERENCE 60,text,rf,1,0
HOUSE/CA20 FARR MAKE A DIFFERENCE 60,text,nb,1,0
HOUSE/CA20 FARR MAKE A DIFFERENCE 60,music,lsvm,1,1
HOUSE/CA20 FARR MAKE A DIFFERENCE 60,music,nsvm,1,1
HOUSE/CA20 FARR MAKE A DIFFERENCE 60,music,knn,1,1
HOUSE/CA20 FARR MAKE A DIFFERENCE 60,music,rf,1,1
HOUSE/CA20 FARR MAKE A DIFFERENCE 60,music,nb,1,1
HOUSE/CA20 FARR MAKE A DIFFERENCE 60,both,lsvm,1,1
HOUSE/CA20 FARR MAKE A DIFFERENCE 60,both,nsvm,1,1
HOUSE/CA20 FARR MAKE A DIFFERENCE 60,both,knn,1,1
HOUSE/CA20 FARR MAKE A DIFFERENCE 60,both,rf,1,1
HOUSE/CA20 FARR MAKE A DIFFERENCE 60,both,nb,1,1
HOUSE/CA21 HERNANDEZ BIG MONEY BOYS,text,lsvm,1,1
HOUSE/CA21 HERNANDEZ BIG MONEY BOYS,text,nsvm,1,1
HOUSE/CA21 HERNANDEZ BIG MONEY BOYS,text,knn,1,1
HOUSE/CA21 HERNANDEZ BIG MONEY BOYS,text,rf,1,1
HOUSE/CA21 HERNANDEZ BIG MONEY BOYS,text,nb,1,1
HOUSE/CA21 HERNANDEZ BIG MONEY BOYS,music,lsvm,1,0
HOUSE/CA21 HERNANDEZ BIG MONEY BOYS,music,nsvm,1,1
HOUSE/CA21 HERNANDEZ BIG MONEY BOYS,music,knn,1,1
HOUSE/CA21 HERNANDEZ BIG MONEY BOYS,music,rf,1,1
HOUSE/CA21 HERNANDEZ BIG MONEY BOYS,music,nb,1,0
HOUSE/CA21 HERNANDEZ BIG MONEY BOYS,both,lsvm,1,1
HOUSE/CA21 HERNANDEZ BIG MONEY BOYS,both,nsvm,1,1
HOUSE/CA21 HERNANDEZ BIG MONEY BOYS,both,knn,1,1
HOUSE/CA21 HERNANDEZ BIG MONEY BOYS,both,rf,1,1
HOUSE/CA21 HERNANDEZ BIG MONEY BOYS,both,nb,1,1
HOUSE/CA21 RENTERIA BORN AND RAISED,text,lsvm,1,1
HOUSE/CA21 RENTERIA BORN AND RAISED,text,nsvm,1,1
