creative,train,uid,music1,music2,music3,music4
PRES/OBAMA FAIR SHARE,1,nYXXkOLgMqQ,1,0,1,1
PRES/OBAMA FRIEND OF COAL,0,TXudE_NKe00,0,0,1,1
PRES/OBAMA GET REAL MITT,1,L8L-2_DvFtY,1,1,0,1
PRES/OBAMA GO 60,1,F0OVngTHkNg,0,1,0,1
PRES/OBAMA GOTTA VOTE,0,iCdxmcislNk,0,1,0,0
PRES/OBAMA GOVERNOR LYNCH,1,6FsFVZe8fbg,0,1,0,0
PRES/OBAMA GUIDE,1,ZbYQs_LcsdM,1,0,1,1
PRES/OBAMA HE'S GOT IT RIGHT,0,trPn8sNOvYA,0,1,1,0
PRES/OBAMA HEAVY LOAD,1,ngiGVOy9g-0,0,0,1,1
PRES/OBAMA HIGHER EDUCATION FL,1,bYkhnRO0aO4,0,1,1,1
PRES/OBAMA I BELIEVE,1,JfQxHHQPtI0,0,1,0,0
PRES/OBAMA JOBS,1,70tav9QveOM,0,1,0,0
PRES/OBAMA LOOKING,0,GYZjd8T2i_4,1,0,1,1
PRES/OBAMA MADE IN AMERICA,1,hsmU2aM8ez8,0,1,0,1
PRES/OBAMA MADE IN OHIO,0,Mgiuq2uR6LA,0,1,1,0
PRES/OBAMA MAIN STREET,1,i-RCZU0gXS8,0,1,1,0
PRES/OBAMA MAKES YOU WONDER,1,uMo5pykT4uw,1,0,0,1
PRES/OBAMA MANDATORY,1,-GBGIFdahSo,0,0,1,1
PRES/OBAMA MY JOB,1,B9xCCaseop4,0,0,1,1
PRES/OBAMA NUMBER ONE,1,sfcF-HaaPLk,1,0,0,1
PRES/OBAMA ONLY CHOICE,1,Qq11CWbd56g,0,0,1,1
PRES/OBAMA OUR VOICE,0,IaVBx989jSI,0,1,1,0
PRES/OBAMA PERSONAL,1,Ccnf-TDT_-s,0,1,0,1
PRES/OBAMA POLICY,1,8MjmAgVpIKo,1,0,1,1
PRES/OBAMA PRESERVING,1,2egu76D6RtE,1,1,0,1
PRES/OBAMA PROMISES,1,b9XkVonSIxk,1,0,1,1
PRES/OBAMA PROTEGE EL SUENO,1,4Z6xX78PfV8,0,1,0,0
PRES/OBAMA REBUILDING,1,74-ibBqGPXg,0,0,1,1
PRES/OBAMA REMEMBER,1,Z0e2Kg8U6Hw,0,1,1,1
PRES/OBAMA REMEMBER GENERAL,1,qXX7JCWKA6Q,0,0,1,1
PRES/OBAMA REVEALED IA,1,SLyL4N2O_So,0,0,1,1
PRES/OBAMA REVEALED OH,1,Oi0qLHHWBbc,0,0,1,1
PRES/OBAMA REVERSE,1,wnspxInJxHs,0,1,0,0
PRES/OBAMA SACRED TRUST,0,nO7jeIOh4F0,0,1,1,0
PRES/OBAMA SEEN,1,fhppCd4cWUk,0,0,1,1
PRES/OBAMA SINCE WHEN,1,kweMVAHE6vA,0,0,1,1
PRES/OBAMA SLEEPLESS NIGHTS,1,bfObhZ8tgWw,0,0,1,1
PRES/OBAMA SOLID,1,DZG9Q0sdzfw,0,1,0,0
PRES/OBAMA SON OF BOSS,1,DABbkpHzg3o,1,0,1,1
PRES/OBAMA STRETCH,1,r1D1jI61ckY,1,0,0,1
PRES/OBAMA SUCCEED,1,ny1PCCUBRWI,0,1,1,0
PRES/OBAMA SWISS BANK ACCOUNT,1,R5e0QoUdPJM,1,0,0,1
PRES/OBAMA THAT GUY,1,ypdF5Q73Nbo,0,1,0,0
PRES/OBAMA THE CHEATERS,1,lQzZdyzDZVY,0,0,1,1
PRES/OBAMA THE PROBLEM,1,o0tZK_qHHCc,1,0,0,1
PRES/OBAMA THE QUESTION 60,0,YiVe_7kTTdQ,0,1,1,0
PRES/OBAMA TIRES,1,VAqPHAiNf_A,1,0,1,1
PRES/OBAMA TOUGH LUCK,1,RuSLoAD8BIw,0,0,1,1
PRES/OBAMA TROUBLED,1,60ziBFRKTnk,1,0,1,1
PRES/OBAMA TRUST,1,eV5m1NxffEs,0,0,1,1
PRES/OBAMA TWO PLANS,1,_oBO6s3s7rg,1,1,0,1
PRES/OBAMA UNBREAKABLE,1,t-IhBWsI4Eo,0,1,1,1
PRES/OBAMA UNPRECEDENTED,1,sq3GGwgV7R0,0,1,0,0
PRES/OBAMA WE'VE HEARD IT ALL BEFORE 60,1,oWdZEJW1vWY,0,0,1,1
PRES/OBAMA WHAT HE SAID,1,SfW2-pU5pcM,0,1,1,0
PRES/OBAMA WHICH DO YOU BELIEVE,1,P7QPLeGlEKw,1,0,1,1
PRES/OBAMA WOMEN SPEAK CRISIS,1,bvpE-yEyvKI,0,0,1,1
PRES/OBAMA WOMEN SPEAK DAWN AND ALEX,1,0YhDQJU1NlE,0,0,1,0
PRES/OBAMA WORRIED,1,FP58AcoRIFs,1,1,0,1
PRES/RNC&ROMNEY BE NOT AFRAID,1,IMv28sYQzCY,1,0,1,1
PRES/RNC&ROMNEY BELIEVE IN OUR FUTURE 60,1,1hFEL1-bO2M,0,1,0,0
PRES/RNC&ROMNEY DREAM,0,pf7Cxj5BZw8,0,1,1,0
PRES/RNC&ROMNEY RAISE TAXES,0,SJa7pX-HoLw,0,0,1,1
PRES/RNC&ROMNEY RIGHT CHOICE,1,0F4LtTlktm0,1,0,0,1
PRES/RNC&ROMNEY WHO WILL RAISE TAXES,1,uTKOtgibTqw,0,0,1,1
PRES/RNC&ROMNEY WORK FOR WELFARE,0,j79YA1rRiWM,0,1,1,0
PRES/ROMNEY 12 MILLION JOBS,1,BsHoWjzicUA,0,1,0,0
PRES/ROMNEY A BETTER DAY,0,yR6JM6eUOvw,1,1,0,1
PRES/ROMNEY A BETTER FUTURE CO DEFENSE,1,9KXzrqgYJUg,1,1,0,1
PRES/ROMNEY A BETTER FUTURE CO OVERREGULATION,1,3VZl6gSnros,1,1,0,1
PRES/ROMNEY A BETTER FUTURE FL DEFENSE,1,HCR0l-uBQHw,1,1,0,1
PRES/ROMNEY A BETTER FUTURE FL HOME VALUES,1,J-Lyc-VOHDA,1,1,0,1
PRES/ROMNEY A BETTER FUTURE IA DEFICIT,1,qXafgN8BL-Y,1,1,0,1
PRES/ROMNEY A BETTER FUTURE IA OVERREGULATION,1,lI3XWNApnr8,1,1,0,1
PRES/ROMNEY A BETTER FUTURE NC DEFENSE,0,n1Z6AH7g7YI,1,1,0,1
PRES/ROMNEY A BETTER FUTURE NC MANUFACTURING,1,vO0XiH8LZmk,1,1,1,1
PRES/ROMNEY A BETTER FUTURE NH,1,540UMEvhT0U,1,1,1,1
PRES/ROMNEY A BETTER FUTURE NV,0,ylD85L7G-hE,1,1,1,1
PRES/ROMNEY A BETTER FUTURE OH DEFENSE,1,ZxaW8rBMsh4,1,1,0,1
PRES/ROMNEY A BETTER FUTURE OH MANUFACTURING,0,IekshRWVY2s,1,1,0,1
PRES/ROMNEY A BETTER FUTURE VA DEFENSE,1,g_Tx__PmAgo,1,1,0,1
PRES/ROMNEY A BETTER FUTURE VA ENERGY,1,ICKXdV_-m2w,1,1,1,1
PRES/ROMNEY A BETTER FUTURE VA FAMILIES,1,Sh31gwXstEU,1,1,0,1
PRES/ROMNEY A BETTER FUTURE WI DEFICIT,1,wxvFVVQh-o4,1,1,0,1
PRES/ROMNEY AMERICA DESERVES BETTER,1,z-EEETo3Sqo,1,0,0,1
PRES/ROMNEY BANKRUPT,1,0TGUJD8ReRk,1,0,0,1
PRES/ROMNEY BORN AND RAISED IN NEVADA,1,gvXtcJJdimA,0,0,1,0
PRES/ROMNEY BRINGING PEOPLE TOGETHER,1,4F02JWY4Sbc,0,1,0,1
PRES/ROMNEY CHERISHED RELATIONSHIP,1,V1YFdGQqJdE,0,1,1,0
PRES/ROMNEY DO MORE,1,VQ8P04q6jqE,0,0,1,1
PRES/ROMNEY DOING FINE,1,8o8GSkkeXH0,1,0,0,1
PRES/ROMNEY EXTREME,1,nTyiwsW3fxs,0,0,1,1
PRES/ROMNEY FACTS ARE CLEAR,1,E3rJO4JuYd8,1,0,0,1
PRES/ROMNEY FIND A WAY,1,8F10sxXXtpQ,1,1,1,1
PRES/ROMNEY FIRST 100 DAYS IA,1,EeC7xmDpiuA,0,1,0,0
PRES/ROMNEY FIRST 100 DAYS NC,0,kLLSXlJg7LA,0,1,0,1
PRES/ROMNEY GIVE ME A BREAK,1,-21wrrmpxzE,0,0,1,1
PRES/ROMNEY IOWA NEWSPAPERS AGREE,1,_REZmA3dGhA,0,1,0,0
PRES/ROMNEY IT'S JUST NOT GETTING BETTER,0,gt_d9WKMKZc,1,0,0,1
PRES/ROMNEY NO EVIDENCE,1,L6b9F9IiAZw,1,0,0,1
PRES/ROMNEY NOTHING'S FREE,1,4YfWaERDyS0,1,1,1,1
PRES/ROMNEY OHIO JOBS,1,VQvLsF4j8Vc,0,0,1,1
PRES/ROMNEY PAID IN,0,l4gPvToKTWU,0,1,1,1
PRES/ROMNEY PUTTING JOBS FIRST,1,6OD5Uyca36M,1,0,1,1
PRES/ROMNEY RICHMOND-TIMES DISPATCH ON WELFARE REFORM,1,NHPa_LZOM2s,1,0,0,1
PRES/ROMNEY SECOND TERM AGENDA,1,tu4rrHenBQo,1,0,1,1
PRES/ROMNEY SHAME ON YOU,1,sxoVqMhuzTo,1,0,0,0
PRES/ROMNEY STAND UP TO CHINA,1,TRViUQntMfs,1,0,1,1
PRES/ROMNEY STRONG LEADERSHIP,1,u6jJOKpp_WY,0,1,0,0
PRES/ROMNEY THE LEAST WE CAN DO,1,GKBX2pLlKKs,0,1,0,0
PRES/ROMNEY THE OBAMA PLAN,1,1-dpwYvwmFI,1,0,1,1
PRES/ROMNEY TOO MANY AMERICANS 60,1,ky45CrITPFc,1,0,0,0
PRES/ROMNEY WAR ON COAL,0,rTFTjJS4GtE,0,1,1,0
PRES/ROMNEY WAY OF LIFE,1,1moHzb-r1DI,0,0,1,1
USSEN/AK AKDP&BEGICH WHATEVER IT TAKES,1,0Q36RVHKzQs,0,1,0,0
USSEN/AK BEGICH AD IDEAS,1,hdGYDt7AF24,0,1,0,0
USSEN/AK BEGICH AVIATION,1,hxFGToX34jw,0,1,1,0
USSEN/AK BEGICH BELLA,0,Axwxi7p9ov0,0,1,1,0
USSEN/AK BEGICH BRYAN BOX,1,3Ad8gNA6stg,0,1,0,0
USSEN/AK BEGICH FATHER TO SON 60,1,fnVDAfkLHK8,0,1,1,1
USSEN/AK BEGICH FRIGHTENING,1,N0IYCGBKY6w,1,0,1,1
USSEN/AK BEGICH JUST GOT HERE,1,M0ds6ldi7Mw,1,0,0,1
USSEN/AK BEGICH MARGIE,1,xRwJxwfFxaU,0,1,0,0
USSEN/AK BEGICH OUTSIDER AD,1,FMArORE6D3o,0,0,0,0
USSEN/AK BEGICH RIPPED OFF,1,DQuqQWG43ns,1,0,0,1
USSEN/AK BEGICH TOOK ON OBAMA,0,nbNAvbuRgE4,1,1,0,1
USSEN/AK BEGICH WHO'S BEHIND,1,m5JFAMJ-9Uk,1,0,1,1
USSEN/AK BEGICH WORK WITH ANYONE,1,_WtLKmT25_w,0,1,0,1
USSEN/AK SULLIVAN ADVANCING ALASKA'S INTERESTS,1,YQL3QfGkfNQ,0,1,1,0
USSEN/AK SULLIVAN ALASKA'S TEACHERS,1,OSOQw2ccfKU,0,1,0,0
USSEN/AK SULLIVAN BEGICH'S FRIENDS,1,pW34DdIfCvI,1,1,0,1
USSEN/AK SULLIVAN COMMITTED,1,N42fO_JUNpI,0,0,1,1
USSEN/AK SULLIVAN ELAINA,1,wumIqinW404,0,1,0,0
USSEN/AK SULLIVAN ROOTS,1,9xgc2GHRQFY,0,1,0,0
USSEN/AK SULLIVAN RUNNING,1,tqrIHISHyUE,0,1,0,0
USSEN/AK SULLIVAN SEE THINGS DIFFERENTLY,1,pRRaiV06YUA,0,1,0,0
USSEN/AK SULLIVAN STAND UP TO OBAMA,1,2T7qWr9eZ9w,0,1,0,0
USSEN/AK SULLIVAN STEELFAB,1,60pD5YEEyN4,0,1,0,0
USSEN/AK SULLIVAN&NRSC JULIE,1,xLugQ-sThnE,0,0,1,1
USSEN/AR COTTON BALLOT,1,R8OqBBi9nzY,0,0,0,0
USSEN/AR COTTON DECISIONS,1,wuJKO_fa5V8,1,1,0,1
USSEN/AR COTTON DEEP ROOTS,1,_x2-lV7vA_8,0,1,0,0
USSEN/AR COTTON FAMILY FARM,1,q47stRkYoO8,0,1,0,0
USSEN/AR COTTON HEAD ON,1,WD-o138RG9k,0,1,0,0
USSEN/AR COTTON LEAP OF FAITH 60,1,tgP-05BxfrU,0,0,1,1
USSEN/AR COTTON PRYOR ON TV,1,RbsJoRiwZaA,1,0,0,1
USSEN/AR COTTON RECOVERY,1,xKqIyk8E94A,0,0,0,0
USSEN/AR COTTON RETIRE PRYOR,1,K1l4jgRDvco,1,0,0,1
USSEN/AR COTTON SGT NORTON,1,PB-y5RdFCik,0,1,0,0
USSEN/AR COTTON&NRSC INDOOR PLUMBING,1,D5GQn0feKxg,0,1,0,0
USSEN/AR COTTON&NRSC SERVE,1,xZXUZXwg6BE,0,1,1,0
USSEN/AR PRYOR AGRICULTURAL DUST,0,fVB9VOQLhUY,0,1,0,0
USSEN/AR PRYOR AMERICAN JOBS,1,C6OYWChbZW0,0,1,0,0
USSEN/AR PRYOR BLESSING,1,ONk6qXfpHNU,0,1,1,0
USSEN/AR PRYOR DIAGNOSED,0,W1-n2g2e0BA,0,1,1,0
USSEN/AR PRYOR END,0,cZDgMvpBmW4,0,0,1,1
USSEN/AR PRYOR FORDYCE,1,HIJ0lHf4CLg,1,0,1,1
USSEN/AR PRYOR LINDA,1,MiskpgUMfT0,0,0,1,1
USSEN/AR PRYOR LISTEN TO PEOPLE,1,lSCMlTp5byg,0,1,1,0
USSEN/AR PRYOR OLD BOOT,1,wMGK3Rsuc3Q,0,1,0,0
USSEN/AR PRYOR OUTBREAK,1,K-DwHaEwXfY,1,0,0,1
USSEN/AR PRYOR RECORD,0,7_pDvk-b8nY,1,0,1,1
USSEN/AR PRYOR RESPONSIBLE,0,695VXm8knsQ,0,1,1,0
USSEN/AR PRYOR RETURNING THE FAVOR,1,C23xnuKsLAY,1,0,0,1
USSEN/AR PRYOR WHAT I BELIEVE,1,dpGPymn9fsI,0,1,0,0
USSEN/AR PRYOR&ARDP GENERAL WES CLARK,1,NDoaN7pHDhs,0,1,1,1
USSEN/AR PRYOR&ARDP MEDICARE PROTECTION ACT,1,HxVSbIdzcjw,0,1,1,0
USSEN/AR PRYOR&ARDP ONLY ONE DISASTER RELIEF,1,JehxaVGSILQ,1,0,0,1
USSEN/AR PRYOR&ARDP PARTISAN GAMES,1,V_n-wl9wwt0,0,1,1,0
USSEN/AZ CARMONA ANSWERED THE CALL,1,6sRIJWgSlSA,0,1,1,1
USSEN/AZ CARMONA BOTH GOT IT WRONG,1,q4RMaBiDefo,0,1,0,1
USSEN/AZ CARMONA MCCAIN & KYL TESTIMONIALS,1,IE8WWcs3QG0,0,1,0,0
USSEN/AZ CARMONA PROBLEM SOLVING,1,KNJ3dewVOMk,0,1,0,1
USSEN/AZ CARMONA PUT ASIDE POLITICS,1,i88nHL2Vt2o,0,1,1,1
USSEN/AZ CARMONA STRAIGHT TALKER,1,nARH9wSx8Oo,0,1,0,0
USSEN/AZ DSCC&CARMONA KATHLEEN BRENNAN,1,jwbve7xcvF8,0,1,1,1
USSEN/AZ FLAKE IT'S A CHOICE,1,Y3rRJTyeEVs,0,1,1,0
USSEN/AZ FLAKE LIBERAL BIG GOVERNMENT AGENDA,1,ZCXbJw6O_X4,0,1,0,0
USSEN/AZ FLAKE MCCAIN & KYL ENDORSEMENT,1,k16Ky6soFuo,0,0,1,1
USSEN/AZ FLAKE OBAMA'S MAN IN ARIZONA,0,Wau6Z_SKzI8,0,1,0,0
USSEN/AZ NRSC&FLAKE APRIL WHITE,1,ZXQ7XBAD08o,0,0,1,1
USSEN/AZ NRSC&FLAKE TURNING POINT,1,Yz7u61zD384,0,0,1,0
USSEN/CA FEINSTEIN ALL OVER CALIFORNIA,1,L2vdPz5VrG4,0,1,0,0
USSEN/CO GARDNER ABSENT,1,6VCGgjdbxFI,1,0,0,1
USSEN/CO GARDNER BETTER COURSE,0,BuETJw-tHUw,0,1,0,0
USSEN/CO GARDNER BIG CITY,1,7GgKlYryEIY,0,1,0,0
USSEN/CO GARDNER BIG SHOES,0,RH81PBdnv1c,0,1,0,0
USSEN/CO GARDNER ENDORSEMENTS,1,_83itMH7la0,1,1,0,0
USSEN/CO GARDNER FIX IT,1,B5FqULnVEWI,0,1,0,0
USSEN/CO GARDNER FOR YOU,1,IdStz3wFObQ,0,1,0,0
USSEN/CO GARDNER MAILBOX,1,kqfar9h-_Hs,0,1,1,0
USSEN/CO GARDNER NICE GUY,1,CdLNIGv50WQ,0,1,1,0
USSEN/CO GARDNER RIGHT HERE,1,9qvjS6I5iDE,0,1,0,0
USSEN/CO GARDNER ROSIE,0,Pz8WYAGCE2o,0,1,0,0
USSEN/CO GARDNER&NRSC HOW OFTEN,1,TziO7ZniOxI,1,0,1,1
USSEN/CO GARDNER&NRSC NEXT GENERATION ENERGY,1,NPKzyophmNw,0,1,0,0
USSEN/CO UDALL ALREADY,1,UrGcd8M6ec0,0,1,0,0
USSEN/CO UDALL BACKWARDS,1,26sbLmONB2Y,0,0,1,1
USSEN/CO UDALL DENIALS,0,XYWBSdFt9RQ,0,0,1,1
USSEN/CO UDALL DIRECTLY FROM ME,1,m_V4POLXJV8,0,1,1,0
USSEN/CO UDALL FLASH FLOODING,0,5hbUmeOWWkU,1,1,1,1
USSEN/CO UDALL FREEDOM,1,ioHbADdXpKQ,1,1,0,1
USSEN/CO UDALL HISTORY,1,Uw9TjLdpew0,1,0,1,1
USSEN/CO UDALL IN HERE,0,NLcfTIrzX2M,0,1,0,0
USSEN/CO UDALL RECORD,1,EooSyESO7sw,0,1,1,0
USSEN/CO UDALL RESPECT,0,RtVdT5xPUy0,0,1,1,1
USSEN/CO UDALL TRUE,1,vnKGBlE8qQU,0,1,0,0
USSEN/CO UDALL&DSCC CALENDAR,1,kVeVTMFGK7k,0,1,0,0
USSEN/CO UDALL&DSCC CHAMPION,0,EdPo6Qli_ZY,0,1,1,0
USSEN/CO UDALL&DSCC JOB,0,dOsnxstP25w,0,1,1,0
USSEN/CT MCMAHON CAN'T BE BOUGHT,1,bsRq0h-qgto,0,1,1,1
USSEN/CT MCMAHON CAROLYN NAH,1,wDRSEDqh5to,0,1,0,0
USSEN/CT MCMAHON CONNECTS WITH THE PEOPLE,0,qKvspCN3ntw,0,0,0,1
USSEN/CT MCMAHON GOTTEN US IN A MESS,1,dAFymoNZHDM,0,0,1,0
USSEN/CT MCMAHON JOBLESS RATE REV 2,0,upefBfpM2hE,0,1,0,0
USSEN/CT MCMAHON OBAMA SUPPORTERS,1,2-d5g0pwJws,0,1,0,0
USSEN/CT MCMAHON REPRODUCTIVE RIGHTS,1,0WbiMlf5JrI,0,1,0,0
USSEN/CT MURPHY BLUMENTHAL ENDORSEMENT,0,In7hpJmaY3k,1,1,0,1
USSEN/CT MURPHY CREATE THEIR OWN RULES,1,J_M69gmydec,1,0,0,1
USSEN/CT MURPHY DO AND SAY ANYTHING,1,HShhJZ0nyW4,1,0,0,1
USSEN/CT MURPHY JOBS RECORD,1,qYsQ118aWsE,0,1,1,1
USSEN/CT MURPHY MCMAHON HAD A PLAN,1,ETz8vpDIwcU,1,0,1,1
USSEN/CT MURPHY NEWSPAPER ENDORSEMENTS,1,il2OUiw0B98,0,1,1,1
USSEN/CT MURPHY OBAMA ENDORSEMENT,1,rNL7_WTBui0,0,1,0,0
USSEN/CT MURPHY ROOTED IN THE MIDDLE CLASS,1,01-9hCQenQw,1,0,1,1
USSEN/DE CARPER PAID OFF,1,RhOISWq-7Ss,0,1,0,0
USSEN/DE COONS AMERICAN MANUFACTURING,1,l3IqdkCq9Hg,0,1,0,0
USSEN/DE COONS GET ALONG,1,lOfpxnMjjfA,0,1,0,0
USSEN/FL DSCC&NELSON MIDDLE CLASS,1,XBpdMudXSSs,0,1,0,0
USSEN/FL DSCC&NELSON OUT OF STATE BILLIONAIRES REV,1,91dtaCfcYOo,1,0,0,1
USSEN/FL NELSON IN NO WAY QUALIFIED,1,Za8YcX5RLZA,1,0,1,1
USSEN/FL NELSON PERSPECTIVE,1,9JmNMccRgbg,0,1,0,0
USSEN/GA NUNN BIASED,0,7BNzoQWdNS8,0,1,1,0
USSEN/GA NUNN DISCOVERY PROGRAM,1,tTY6JfCh3OI,0,1,0,0
USSEN/GA NUNN HAVE YOU SEEN THIS PICTURE,1,SB11dMrnY-U,0,1,0,1
USSEN/GA NUNN JACKPOT,0,pwLOyhdLFTw,0,1,1,1
USSEN/GA NUNN MY WHOLE CAREER,1,fssW7TnYAwE,0,1,1,1
USSEN/GA NUNN PROUD OF IT,1,UKYdU-owVQw,1,0,0,1
USSEN/GA NUNN REAL,1,bTREGpKHHKQ,1,1,0,1
USSEN/GA NUNN&GAFEC DECENCY,1,bG7XMfWTeFw,0,1,1,1
USSEN/GA NUNN&GAFEC DO RIGHT,1,jICNm2S9AOg,0,0,1,1
USSEN/GA NUNN&GAFEC MOST OF MY CAREER,0,5tF0y17qN1U,1,0,0,1
USSEN/GA NUNN&GAFEC PILLOWTEX 60,1,eHhbrOjZSgo,0,0,1,1
USSEN/GA PERDUE CLEAR CHOICE,1,uGbu6mH2AaE,0,1,0,0
USSEN/GA PERDUE GEORGIA VALUES,1,3PYGPsj8Rec,0,1,1,0
USSEN/GA PERDUE GET US WORKING AGAIN,1,R9WsqIlKPDk,1,0,0,1
USSEN/GA PERDUE LIKE YOU,1,RsXn4oa8XNw,1,1,1,1
USSEN/GA PERDUE SECURE OUR BORDER,1,5Bt6DcMJjE4,1,1,0,1
USSEN/GA PERDUE TRUST,1,P_vuD3tHcJA,1,1,0,1
USSEN/GA PERDUE WE NEED A NEW DIRECTION,0,-9UHRD4QoMg,0,1,0,0
USSEN/GA PERDUE&NRSC AMERICAN DREAM,1,imFlbbqSWok,1,1,0,1
USSEN/GA PERDUE&NRSC HELPING GEORGIA GROW,1,MfqKo1mDoQU,0,1,0,0
USSEN/GA PERDUE&NRSC NUNN ADMITS,1,IEkFCukkH5Y,1,1,0,1
USSEN/HI HIRONO A GOOD EDUCATION,1,NGmD8jmVzS0,0,1,0,1
USSEN/HI HIRONO LINGLE SUPPORTING ROMNEY,0,hIsANI9bxe4,1,1,0,1
USSEN/HI HIRONO MISLEADING US AGAIN,1,8oSsTWSXFww,0,0,1,1
USSEN/HI HIRONO MITT ROMNEY,1,6LR1egXAeCI,0,1,1,1
USSEN/HI HIRONO NEGATIVE CAMPAIGN,0,XBhV8az6bLo,0,1,0,0
USSEN/HI HIRONO NEWSPAPER ENDORSEMENT,0,7ZIIZA-c-zM,0,1,1,0
USSEN/HI HIRONO OBAMA'S TORMENTOR,1,H6-sRNdaZIw,1,0,1,1
USSEN/HI HIRONO WE CAN DO BETTER,1,e0xqKxAv7jE,1,1,0,1
USSEN/HI LINGLE AMERICAN PROBLEMS,1,-33cIZzWwho,0,1,1,0
USSEN/HI LINGLE DEFENSE CUTS,0,CqUI0GkjlS4,1,1,1,1
USSEN/HI LINGLE PUTS PEOPLE FIRST,1,-2Lrao-0mJQ,0,1,0,0
USSEN/HI LINGLE ZERO,1,6VdLrpmGANk,0,1,0,1
USSEN/IA BRALEY BACK TO WORK,1,M2W2XtnVmEU,0,1,0,0
USSEN/IA BRALEY BEST FOR IOWA,1,hngBb4DxsTE,1,1,0,1
USSEN/IA BRALEY BRIDGES,0,pPi6G4kxFbc,0,1,0,0
USSEN/IA BRALEY CLOSER LOOK,0,xcrlbqGBE_Q,1,0,1,1
USSEN/IA BRALEY HUGE PRIORITY,1,kcgYZXYOVHg,1,0,1,1
USSEN/IA BRALEY MINIMUM,1,nEtpLZuNCvs,1,0,1,1
USSEN/IA BRALEY MOM,1,x4r1ZpMbaEw,0,1,0,0
USSEN/IA BRALEY SOLVE PROBLEMS,1,Xiw9hekSkBU,0,1,0,1
USSEN/IA BRALEY THE TRUTH,1,vl6pQMT89YQ,1,0,1,1
USSEN/IA BRALEY TODD PRICHARD,1,1vFQAaRKkiY,0,1,1,0
USSEN/IA BRALEY WORK 60,1,eE12svo8iug,0,1,1,0
USSEN/IA ERNST BISCUIT,1,8yn_AcB0Oog,0,1,0,0
USSEN/IA ERNST CHRIS,1,KBPEM4Xrre4,0,1,0,0
USSEN/IA ERNST CROSSROADS,1,dxFtWKKay18,0,1,0,0
USSEN/IA ERNST DIFFERENCE,0,YokXZ4FzsV8,0,1,0,0
USSEN/IA ERNST DRIVE,1,p-rpeYufEbE,0,1,1,0
USSEN/IA ERNST RED OAK,1,E-tq3za3FKc,0,1,0,0
USSEN/IA ERNST SERVICE,1,cNYKFZktYrs,0,1,0,0
USSEN/IA ERNST VALUES,1,n6M2rfQxnwU,1,1,0,1
USSEN/IA ERNST WHAT I CARE ABOUT,1,F_JqmuNkZ30,0,1,0,0
USSEN/IA ERNST WILLIAM,1,SYZ2Kku5L8Y,0,1,0,0
USSEN/IA ERNST&NRSC HANDS,1,pwGGreYRpXU,0,1,0,0
USSEN/IL DURBIN CAPTAIN TONY 60,1,ugdwmRETIcs,0,0,1,1
USSEN/IL DURBIN STUDENT LOANS,1,ZR22BHCU44A,1,1,1,1
USSEN/IN DONNELLY BIPARTISANSHIP,1,3qzFMybdMT4,1,0,0,1
USSEN/IN DONNELLY COMMON SENSE MIDDLE,0,hXlav9oQbfQ,0,1,0,0
USSEN/IN DONNELLY INFLICT ON US,1,t0Svy9ll0pI,1,1,0,0
USSEN/IN DONNELLY MOURDOCK'S WAY,1,II8w3MB8qiM,1,1,0,1
USSEN/IN DONNELLY MY WAY OR THE HIGHWAY,1,XjvU0kgH0io,1,0,0,1
USSEN/IN DONNELLY ROAD RAGE,1,I7Rq_x--_tM,0,1,0,0
USSEN/IN DONNELLY WATCHES EVERY PENNY,1,v_e1kBJNXbo,0,1,0,0
USSEN/IN MOURDOCK A CHOICE,0,Xe05zEO1XSU,1,0,0,1
USSEN/IN MOURDOCK DISTORTED PERSONAL ATTACKS,0,POqoP5TLltU,1,1,0,1
USSEN/IN MOURDOCK GARBAGE ON TELEVISION,1,VmjZIPHNCRY,1,1,0,1
USSEN/IN MOURDOCK OBAMA-REID AGENDA,0,kSoarHs-1fU,0,1,0,0
USSEN/IN MOURDOCK ROMNEY ENDORSEMENT,1,pSMkRYZD7P0,0,1,1,0
USSEN/KS ORMAN ATTACK,0,TDF1-uj7u4w,0,1,1,0
USSEN/KS ORMAN AUTHENTIC,1,BXBsdl-3MNU,0,1,0,0
USSEN/KS ORMAN DECLARE,1,axOM1ADtMSQ,1,1,0,1
USSEN/KS ORMAN ELEVEN MILLION,1,uhNcjOjos9E,0,1,0,1
USSEN/KS ORMAN ENOUGH IS ENOUGH,1,roO6EtFIC3A,0,1,1,0
USSEN/KS ORMAN HALF RIGHT,0,2GqyWbmQr-A,0,1,1,0
USSEN/KS ORMAN INDEPENDENCE,1,lFYb0_Zidw4,0,1,1,0
USSEN/KS ORMAN MUDSLINGING,1,iCaNyn2Eq7A,0,1,0,0
USSEN/KS ORMAN WASHINGTON IS BROKEN,1,6erxUAC1Ncw,0,1,0,0
USSEN/KS ROBERTS ANOTHER VOTE,0,FSyC8Yk0b1I,1,0,0,1
USSEN/KS ROBERTS COACH,1,I8iMNndzlKU,0,1,0,0
USSEN/KS ROBERTS MISSING,1,_99zPXWayyg,1,0,0,1
USSEN/KS ROBERTS MISTAKE,1,qlLw5-obItE,1,0,1,1
USSEN/KS ROBERTS RESULTS,1,LCLmp4-4DBU,1,1,0,0
USSEN/KS ROBERTS TROUBLING,1,YQD6PaYRuwg,1,0,0,1
