creative,uid,train,music1,music2,music3,music4
PRES/OBAMA FAIR SHARE,nYXXkOLgMqQ,1,1,0,1,1
PRES/OBAMA FRIEND OF COAL,TXudE_NKe00,0,0,0,1,1
PRES/OBAMA GET REAL MITT,L8L-2_DvFtY,1,1,0,0,1
PRES/OBAMA GO 60,F0OVngTHkNg,1,0,1,0,1
PRES/OBAMA GOTTA VOTE,iCdxmcislNk,0,0,1,0,0
PRES/OBAMA GOVERNOR LYNCH,6FsFVZe8fbg,1,0,1,0,0
PRES/OBAMA GUIDE,ZbYQs_LcsdM,1,1,0,1,1
PRES/OBAMA HE'S GOT IT RIGHT,trPn8sNOvYA,0,0,1,1,0
PRES/OBAMA HEAVY LOAD,ngiGVOy9g-0,1,0,0,1,1
PRES/OBAMA HIGHER EDUCATION FL,bYkhnRO0aO4,1,0,1,1,1
PRES/OBAMA I BELIEVE,JfQxHHQPtI0,1,0,1,0,0
PRES/OBAMA JOBS,70tav9QveOM,1,0,1,0,0
PRES/OBAMA LOOKING,GYZjd8T2i_4,0,1,0,1,1
PRES/OBAMA MADE IN AMERICA,hsmU2aM8ez8,1,0,1,0,0
PRES/OBAMA MADE IN OHIO,Mgiuq2uR6LA,0,0,0,1,1
PRES/OBAMA MAIN STREET,i-RCZU0gXS8,1,0,1,1,0
PRES/OBAMA MAKES YOU WONDER,uMo5pykT4uw,1,1,0,0,1
PRES/OBAMA MANDATORY,-GBGIFdahSo,1,0,0,1,1
PRES/OBAMA MY JOB,B9xCCaseop4,1,0,0,1,1
PRES/OBAMA NUMBER ONE,sfcF-HaaPLk,1,1,0,0,1
PRES/OBAMA ONLY CHOICE,Qq11CWbd56g,1,0,0,1,1
PRES/OBAMA OUR VOICE,IaVBx989jSI,0,0,1,1,0
PRES/OBAMA PERSONAL,Ccnf-TDT_-s,1,0,1,0,1
PRES/OBAMA POLICY,8MjmAgVpIKo,1,1,0,1,1
PRES/OBAMA PRESERVING,2egu76D6RtE,1,1,1,0,1
PRES/OBAMA PROMISES,b9XkVonSIxk,1,1,0,1,1
PRES/OBAMA PROTEGE EL SUENO,4Z6xX78PfV8,1,0,1,0,0
PRES/OBAMA REBUILDING,74-ibBqGPXg,1,0,0,1,1
PRES/OBAMA REMEMBER,Z0e2Kg8U6Hw,1,0,1,1,1
PRES/OBAMA REMEMBER GENERAL,qXX7JCWKA6Q,1,0,0,1,1
PRES/OBAMA REVEALED IA,SLyL4N2O_So,1,0,0,0,1
PRES/OBAMA REVEALED OH,Oi0qLHHWBbc,1,0,0,1,1
PRES/OBAMA REVERSE,wnspxInJxHs,1,0,1,0,0
PRES/OBAMA SACRED TRUST,nO7jeIOh4F0,0,0,1,1,0
PRES/OBAMA SEEN,fhppCd4cWUk,1,0,0,1,1
PRES/OBAMA SINCE WHEN,kweMVAHE6vA,1,0,0,1,1
PRES/OBAMA SLEEPLESS NIGHTS,bfObhZ8tgWw,1,0,0,1,1
PRES/OBAMA SOLID,DZG9Q0sdzfw,1,0,1,0,0
PRES/OBAMA SON OF BOSS,DABbkpHzg3o,1,1,0,1,1
PRES/OBAMA STRETCH,r1D1jI61ckY,1,1,0,0,1
PRES/OBAMA SUCCEED,ny1PCCUBRWI,1,0,1,1,0
PRES/OBAMA SWISS BANK ACCOUNT,R5e0QoUdPJM,1,1,0,0,1
PRES/OBAMA THAT GUY,ypdF5Q73Nbo,1,0,1,0,0
PRES/OBAMA THE CHEATERS,lQzZdyzDZVY,1,0,0,1,1
PRES/OBAMA THE PROBLEM,o0tZK_qHHCc,1,1,0,0,1
PRES/OBAMA THE QUESTION 60,YiVe_7kTTdQ,0,0,1,1,1
PRES/OBAMA TIRES,VAqPHAiNf_A,1,1,0,1,1
PRES/OBAMA TOUGH LUCK,RuSLoAD8BIw,1,0,0,1,1
PRES/OBAMA TROUBLED,60ziBFRKTnk,1,1,0,1,1
PRES/OBAMA TRUST,eV5m1NxffEs,1,0,0,1,1
PRES/OBAMA TWO PLANS,_oBO6s3s7rg,1,1,1,0,1
PRES/OBAMA UNBREAKABLE,t-IhBWsI4Eo,1,0,1,0,1
PRES/OBAMA UNPRECEDENTED,sq3GGwgV7R0,1,0,1,0,0
PRES/OBAMA WE'VE HEARD IT ALL BEFORE 60,oWdZEJW1vWY,1,0,0,1,1
PRES/OBAMA WHAT HE SAID,SfW2-pU5pcM,1,0,1,1,0
PRES/OBAMA WHICH DO YOU BELIEVE,P7QPLeGlEKw,1,1,0,1,1
PRES/OBAMA WOMEN SPEAK CRISIS,bvpE-yEyvKI,1,0,0,1,1
PRES/OBAMA WOMEN SPEAK DAWN AND ALEX,0YhDQJU1NlE,1,0,0,1,0
PRES/OBAMA WORRIED,FP58AcoRIFs,1,1,1,0,1
PRES/RNC&ROMNEY BE NOT AFRAID,IMv28sYQzCY,1,1,0,1,1
PRES/RNC&ROMNEY BELIEVE IN OUR FUTURE 60,1hFEL1-bO2M,1,0,1,0,0
PRES/RNC&ROMNEY DREAM,pf7Cxj5BZw8,0,0,1,1,0
PRES/RNC&ROMNEY RAISE TAXES,SJa7pX-HoLw,0,0,0,1,1
PRES/RNC&ROMNEY RIGHT CHOICE,0F4LtTlktm0,1,1,0,0,1
PRES/RNC&ROMNEY WHO WILL RAISE TAXES,uTKOtgibTqw,1,0,0,1,1
PRES/RNC&ROMNEY WORK FOR WELFARE,j79YA1rRiWM,0,0,1,1,0
PRES/ROMNEY 12 MILLION JOBS,BsHoWjzicUA,1,0,1,0,0
PRES/ROMNEY A BETTER DAY,yR6JM6eUOvw,0,1,1,0,1
PRES/ROMNEY A BETTER FUTURE CO DEFENSE,9KXzrqgYJUg,1,1,1,1,1
PRES/ROMNEY A BETTER FUTURE CO OVERREGULATION,3VZl6gSnros,1,1,1,0,1
PRES/ROMNEY A BETTER FUTURE FL DEFENSE,HCR0l-uBQHw,1,1,1,0,1
PRES/ROMNEY A BETTER FUTURE FL HOME VALUES,J-Lyc-VOHDA,1,1,1,0,1
PRES/ROMNEY A BETTER FUTURE IA DEFICIT,qXafgN8BL-Y,1,1,1,1,1
PRES/ROMNEY A BETTER FUTURE IA OVERREGULATION,lI3XWNApnr8,1,1,1,0,1
PRES/ROMNEY A BETTER FUTURE NC DEFENSE,n1Z6AH7g7YI,0,1,1,0,1
PRES/ROMNEY A BETTER FUTURE NC MANUFACTURING,vO0XiH8LZmk,1,1,1,0,1
PRES/ROMNEY A BETTER FUTURE NH,540UMEvhT0U,1,1,1,1,1
PRES/ROMNEY A BETTER FUTURE NV,ylD85L7G-hE,0,1,1,1,1
PRES/ROMNEY A BETTER FUTURE OH DEFENSE,ZxaW8rBMsh4,1,1,1,1,1
PRES/ROMNEY A BETTER FUTURE OH MANUFACTURING,IekshRWVY2s,0,1,1,0,1
PRES/ROMNEY A BETTER FUTURE VA DEFENSE,g_Tx__PmAgo,1,1,1,0,1
PRES/ROMNEY A BETTER FUTURE VA ENERGY,ICKXdV_-m2w,1,1,1,1,1
PRES/ROMNEY A BETTER FUTURE VA FAMILIES,Sh31gwXstEU,1,1,1,0,1
PRES/ROMNEY A BETTER FUTURE WI DEFICIT,wxvFVVQh-o4,1,1,1,0,1
PRES/ROMNEY AMERICA DESERVES BETTER,z-EEETo3Sqo,1,1,0,0,1
PRES/ROMNEY BANKRUPT,0TGUJD8ReRk,1,1,0,1,1
PRES/ROMNEY BORN AND RAISED IN NEVADA,gvXtcJJdimA,1,0,0,1,0
PRES/ROMNEY BRINGING PEOPLE TOGETHER,4F02JWY4Sbc,1,0,1,0,1
PRES/ROMNEY CHERISHED RELATIONSHIP,V1YFdGQqJdE,1,0,1,1,0
PRES/ROMNEY DO MORE,VQ8P04q6jqE,1,0,0,1,1
PRES/ROMNEY DOING FINE,8o8GSkkeXH0,1,1,0,0,1
PRES/ROMNEY EXTREME,nTyiwsW3fxs,1,0,0,1,1
PRES/ROMNEY FACTS ARE CLEAR,E3rJO4JuYd8,1,1,0,0,1
PRES/ROMNEY FIND A WAY,8F10sxXXtpQ,1,1,1,1,1
PRES/ROMNEY FIRST 100 DAYS IA,EeC7xmDpiuA,1,0,1,0,0
PRES/ROMNEY FIRST 100 DAYS NC,kLLSXlJg7LA,0,0,0,0,1
PRES/ROMNEY GIVE ME A BREAK,-21wrrmpxzE,1,0,0,1,1
PRES/ROMNEY IOWA NEWSPAPERS AGREE,_REZmA3dGhA,1,0,1,0,0
PRES/ROMNEY IT'S JUST NOT GETTING BETTER,gt_d9WKMKZc,0,1,0,0,1
PRES/ROMNEY NO EVIDENCE,L6b9F9IiAZw,1,1,0,0,1
PRES/ROMNEY NOTHING'S FREE,4YfWaERDyS0,1,1,1,1,1
PRES/ROMNEY OHIO JOBS,VQvLsF4j8Vc,1,0,0,0,1
PRES/ROMNEY PAID IN,l4gPvToKTWU,0,0,1,1,1
PRES/ROMNEY PUTTING JOBS FIRST,6OD5Uyca36M,1,1,0,1,1
PRES/ROMNEY RICHMOND-TIMES DISPATCH ON WELFARE REFORM,NHPa_LZOM2s,1,1,0,0,1
PRES/ROMNEY SECOND TERM AGENDA,tu4rrHenBQo,1,1,0,1,1
PRES/ROMNEY SHAME ON YOU,sxoVqMhuzTo,1,1,0,0,0
PRES/ROMNEY STAND UP TO CHINA,TRViUQntMfs,1,1,0,1,1
PRES/ROMNEY STRONG LEADERSHIP,u6jJOKpp_WY,1,0,1,0,1
PRES/ROMNEY THE LEAST WE CAN DO,GKBX2pLlKKs,1,0,1,0,0
PRES/ROMNEY THE OBAMA PLAN,1-dpwYvwmFI,1,1,0,1,1
PRES/ROMNEY TOO MANY AMERICANS 60,ky45CrITPFc,1,1,0,0,0
PRES/ROMNEY WAR ON COAL,rTFTjJS4GtE,0,0,1,1,0
PRES/ROMNEY WAY OF LIFE,1moHzb-r1DI,1,0,0,1,1
USSEN/AK AKDP&BEGICH WHATEVER IT TAKES,0Q36RVHKzQs,1,0,1,0,0
USSEN/AK BEGICH AD IDEAS,hdGYDt7AF24,1,0,1,0,0
USSEN/AK BEGICH AVIATION,hxFGToX34jw,1,0,1,1,0
USSEN/AK BEGICH BELLA,Axwxi7p9ov0,0,0,1,1,0
USSEN/AK BEGICH BRYAN BOX,3Ad8gNA6stg,1,0,1,0,0
USSEN/AK BEGICH FATHER TO SON 60,fnVDAfkLHK8,1,0,1,1,1
USSEN/AK BEGICH FRIGHTENING,N0IYCGBKY6w,1,1,0,1,1
USSEN/AK BEGICH JUST GOT HERE,M0ds6ldi7Mw,1,1,0,0,1
USSEN/AK BEGICH MARGIE,xRwJxwfFxaU,1,0,1,0,0
USSEN/AK BEGICH OUTSIDER AD,FMArORE6D3o,1,0,0,1,0
USSEN/AK BEGICH RIPPED OFF,DQuqQWG43ns,1,1,0,0,1
USSEN/AK BEGICH TOOK ON OBAMA,nbNAvbuRgE4,0,1,0,0,1
USSEN/AK BEGICH WHO'S BEHIND,m5JFAMJ-9Uk,1,1,0,1,1
USSEN/AK BEGICH WORK WITH ANYONE,_WtLKmT25_w,1,0,1,0,1
USSEN/AK SULLIVAN ADVANCING ALASKA'S INTERESTS,YQL3QfGkfNQ,1,0,1,1,0
USSEN/AK SULLIVAN ALASKA'S TEACHERS,OSOQw2ccfKU,1,0,1,0,0
USSEN/AK SULLIVAN BEGICH'S FRIENDS,pW34DdIfCvI,1,1,1,0,1
USSEN/AK SULLIVAN COMMITTED,N42fO_JUNpI,1,0,0,1,1
USSEN/AK SULLIVAN ELAINA,wumIqinW404,1,0,1,0,0
USSEN/AK SULLIVAN ROOTS,9xgc2GHRQFY,1,0,1,0,0
USSEN/AK SULLIVAN RUNNING,tqrIHISHyUE,1,0,1,0,0
USSEN/AK SULLIVAN SEE THINGS DIFFERENTLY,pRRaiV06YUA,1,0,1,0,0
USSEN/AK SULLIVAN STAND UP TO OBAMA,2T7qWr9eZ9w,1,0,1,0,0
USSEN/AK SULLIVAN STEELFAB,60pD5YEEyN4,1,0,1,0,0
USSEN/AK SULLIVAN&NRSC JULIE,xLugQ-sThnE,1,0,0,1,1
USSEN/AR COTTON BALLOT,R8OqBBi9nzY,1,0,0,0,0
USSEN/AR COTTON DECISIONS,wuJKO_fa5V8,1,1,1,0,1
USSEN/AR COTTON DEEP ROOTS,_x2-lV7vA_8,1,0,1,0,0
USSEN/AR COTTON FAMILY FARM,q47stRkYoO8,1,0,1,0,0
USSEN/AR COTTON HEAD ON,WD-o138RG9k,1,0,1,0,0
USSEN/AR COTTON LEAP OF FAITH 60,tgP-05BxfrU,1,0,0,1,1
USSEN/AR COTTON PRYOR ON TV,RbsJoRiwZaA,1,1,0,0,1
USSEN/AR COTTON RECOVERY,xKqIyk8E94A,1,0,0,1,0
USSEN/AR COTTON RETIRE PRYOR,K1l4jgRDvco,1,1,0,0,1
USSEN/AR COTTON SGT NORTON,PB-y5RdFCik,1,0,1,0,0
USSEN/AR COTTON&NRSC INDOOR PLUMBING,D5GQn0feKxg,1,0,1,0,0
USSEN/AR COTTON&NRSC SERVE,xZXUZXwg6BE,1,0,1,1,0
USSEN/AR PRYOR AGRICULTURAL DUST,fVB9VOQLhUY,0,0,1,0,0
USSEN/AR PRYOR AMERICAN JOBS,C6OYWChbZW0,1,0,1,0,0
USSEN/AR PRYOR BLESSING,ONk6qXfpHNU,1,0,1,1,0
USSEN/AR PRYOR DIAGNOSED,W1-n2g2e0BA,0,0,1,1,0
USSEN/AR PRYOR END,cZDgMvpBmW4,0,0,0,1,1
USSEN/AR PRYOR FORDYCE,HIJ0lHf4CLg,1,1,0,1,1
USSEN/AR PRYOR LINDA,MiskpgUMfT0,1,0,0,1,1
USSEN/AR PRYOR LISTEN TO PEOPLE,lSCMlTp5byg,1,0,1,1,0
USSEN/AR PRYOR OLD BOOT,wMGK3Rsuc3Q,1,0,1,0,0
USSEN/AR PRYOR OUTBREAK,K-DwHaEwXfY,1,1,0,1,1
USSEN/AR PRYOR RECORD,7_pDvk-b8nY,0,1,0,1,1
USSEN/AR PRYOR RESPONSIBLE,695VXm8knsQ,0,0,1,1,0
USSEN/AR PRYOR RETURNING THE FAVOR,C23xnuKsLAY,1,1,0,0,1
USSEN/AR PRYOR WHAT I BELIEVE,dpGPymn9fsI,1,0,1,0,0
USSEN/AR PRYOR&ARDP GENERAL WES CLARK,NDoaN7pHDhs,1,0,1,1,1
USSEN/AR PRYOR&ARDP MEDICARE PROTECTION ACT,HxVSbIdzcjw,1,0,1,1,1
USSEN/AR PRYOR&ARDP ONLY ONE DISASTER RELIEF,JehxaVGSILQ,1,1,0,1,1
USSEN/AR PRYOR&ARDP PARTISAN GAMES,V_n-wl9wwt0,1,0,1,1,0
USSEN/AZ CARMONA ANSWERED THE CALL,6sRIJWgSlSA,1,0,1,0,1
USSEN/AZ CARMONA BOTH GOT IT WRONG,q4RMaBiDefo,1,0,1,0,1
USSEN/AZ CARMONA MCCAIN & KYL TESTIMONIALS,IE8WWcs3QG0,1,0,1,0,0
USSEN/AZ CARMONA PROBLEM SOLVING,KNJ3dewVOMk,1,0,1,0,1
USSEN/AZ CARMONA PUT ASIDE POLITICS,i88nHL2Vt2o,1,0,1,1,1
USSEN/AZ CARMONA STRAIGHT TALKER,nARH9wSx8Oo,1,0,1,0,0
USSEN/AZ DSCC&CARMONA KATHLEEN BRENNAN,jwbve7xcvF8,1,0,1,1,1
USSEN/AZ FLAKE IT'S A CHOICE,Y3rRJTyeEVs,1,0,1,1,0
USSEN/AZ FLAKE LIBERAL BIG GOVERNMENT AGENDA,ZCXbJw6O_X4,1,0,1,0,0
USSEN/AZ FLAKE MCCAIN & KYL ENDORSEMENT,k16Ky6soFuo,1,0,0,1,1
USSEN/AZ FLAKE OBAMA'S MAN IN ARIZONA,Wau6Z_SKzI8,0,0,1,0,0
USSEN/AZ NRSC&FLAKE APRIL WHITE,ZXQ7XBAD08o,1,0,0,1,1
USSEN/AZ NRSC&FLAKE TURNING POINT,Yz7u61zD384,1,0,0,1,0
USSEN/CA FEINSTEIN ALL OVER CALIFORNIA,L2vdPz5VrG4,1,0,1,0,1
USSEN/CO GARDNER ABSENT,6VCGgjdbxFI,1,1,0,0,1
USSEN/CO GARDNER BETTER COURSE,BuETJw-tHUw,0,0,1,0,0
USSEN/CO GARDNER BIG CITY,7GgKlYryEIY,1,0,1,0,0
USSEN/CO GARDNER BIG SHOES,RH81PBdnv1c,0,0,1,0,0
USSEN/CO GARDNER ENDORSEMENTS,_83itMH7la0,1,1,1,0,0
USSEN/CO GARDNER FIX IT,B5FqULnVEWI,1,0,1,0,0
USSEN/CO GARDNER FOR YOU,IdStz3wFObQ,1,0,1,0,0
USSEN/CO GARDNER MAILBOX,kqfar9h-_Hs,1,0,1,1,0
USSEN/CO GARDNER NICE GUY,CdLNIGv50WQ,1,0,1,1,0
USSEN/CO GARDNER RIGHT HERE,9qvjS6I5iDE,1,0,1,0,0
USSEN/CO GARDNER ROSIE,Pz8WYAGCE2o,0,0,1,0,0
USSEN/CO GARDNER&NRSC HOW OFTEN,TziO7ZniOxI,1,1,0,1,1
USSEN/CO GARDNER&NRSC NEXT GENERATION ENERGY,NPKzyophmNw,1,0,1,0,0
USSEN/CO UDALL ALREADY,UrGcd8M6ec0,1,0,1,0,0
USSEN/CO UDALL BACKWARDS,26sbLmONB2Y,1,0,0,1,1
USSEN/CO UDALL DENIALS,XYWBSdFt9RQ,0,0,0,1,1
USSEN/CO UDALL DIRECTLY FROM ME,m_V4POLXJV8,1,0,1,1,0
USSEN/CO UDALL FLASH FLOODING,5hbUmeOWWkU,0,1,0,1,0
USSEN/CO UDALL FREEDOM,ioHbADdXpKQ,1,1,1,0,1
USSEN/CO UDALL HISTORY,Uw9TjLdpew0,1,1,0,1,0
USSEN/CO UDALL IN HERE,NLcfTIrzX2M,0,0,1,0,0
USSEN/CO UDALL RECORD,EooSyESO7sw,1,0,1,1,0
USSEN/CO UDALL RESPECT,RtVdT5xPUy0,0,1,1,1,1
USSEN/CO UDALL TRUE,vnKGBlE8qQU,1,0,1,0,0
USSEN/CO UDALL&DSCC CALENDAR,kVeVTMFGK7k,1,0,1,0,0
USSEN/CO UDALL&DSCC CHAMPION,EdPo6Qli_ZY,0,0,1,1,1
USSEN/CO UDALL&DSCC JOB,dOsnxstP25w,0,0,1,1,0
USSEN/CT MCMAHON CAN'T BE BOUGHT,bsRq0h-qgto,1,0,1,1,1
USSEN/CT MCMAHON CAROLYN NAH,wDRSEDqh5to,1,0,1,0,0
USSEN/CT MCMAHON CONNECTS WITH THE PEOPLE,qKvspCN3ntw,0,1,0,0,1
USSEN/CT MCMAHON GOTTEN US IN A MESS,dAFymoNZHDM,1,0,0,1,0
USSEN/CT MCMAHON JOBLESS RATE REV 2,upefBfpM2hE,0,0,1,0,0
USSEN/CT MCMAHON OBAMA SUPPORTERS,2-d5g0pwJws,1,0,1,0,0
USSEN/CT MCMAHON REPRODUCTIVE RIGHTS,0WbiMlf5JrI,1,0,1,0,0
USSEN/CT MURPHY BLUMENTHAL ENDORSEMENT,In7hpJmaY3k,0,1,1,0,1
USSEN/CT MURPHY CREATE THEIR OWN RULES,J_M69gmydec,1,1,0,0,1
USSEN/CT MURPHY DO AND SAY ANYTHING,HShhJZ0nyW4,1,1,0,0,0
USSEN/CT MURPHY JOBS RECORD,qYsQ118aWsE,1,0,1,1,1
USSEN/CT MURPHY MCMAHON HAD A PLAN,ETz8vpDIwcU,1,1,0,1,1
USSEN/CT MURPHY NEWSPAPER ENDORSEMENTS,il2OUiw0B98,1,0,1,1,1
USSEN/CT MURPHY OBAMA ENDORSEMENT,rNL7_WTBui0,1,0,1,0,0
USSEN/CT MURPHY ROOTED IN THE MIDDLE CLASS,01-9hCQenQw,1,1,0,1,1
USSEN/DE CARPER PAID OFF,RhOISWq-7Ss,1,0,1,0,0
USSEN/DE COONS AMERICAN MANUFACTURING,l3IqdkCq9Hg,1,0,1,0,0
USSEN/DE COONS GET ALONG,lOfpxnMjjfA,1,0,1,0,1
USSEN/FL DSCC&NELSON MIDDLE CLASS,XBpdMudXSSs,1,0,1,0,0
USSEN/FL DSCC&NELSON OUT OF STATE BILLIONAIRES REV,91dtaCfcYOo,1,1,0,0,1
USSEN/FL NELSON IN NO WAY QUALIFIED,Za8YcX5RLZA,1,1,0,1,1
USSEN/FL NELSON PERSPECTIVE,9JmNMccRgbg,1,0,1,0,0
USSEN/GA NUNN BIASED,7BNzoQWdNS8,0,0,1,0,0
USSEN/GA NUNN DISCOVERY PROGRAM,tTY6JfCh3OI,1,0,1,0,0
USSEN/GA NUNN HAVE YOU SEEN THIS PICTURE,SB11dMrnY-U,1,0,1,0,1
USSEN/GA NUNN JACKPOT,pwLOyhdLFTw,0,0,1,1,1
USSEN/GA NUNN MY WHOLE CAREER,fssW7TnYAwE,1,0,1,1,1
USSEN/GA NUNN PROUD OF IT,UKYdU-owVQw,1,1,0,0,1
USSEN/GA NUNN REAL,bTREGpKHHKQ,1,1,1,0,1
USSEN/GA NUNN&GAFEC DECENCY,bG7XMfWTeFw,1,0,1,1,1
USSEN/GA NUNN&GAFEC DO RIGHT,jICNm2S9AOg,1,0,0,1,1
USSEN/GA NUNN&GAFEC MOST OF MY CAREER,5tF0y17qN1U,0,1,1,0,1
USSEN/GA NUNN&GAFEC PILLOWTEX 60,eHhbrOjZSgo,1,0,0,1,1
USSEN/GA PERDUE CLEAR CHOICE,uGbu6mH2AaE,1,0,1,0,0
USSEN/GA PERDUE GEORGIA VALUES,3PYGPsj8Rec,1,0,1,1,0
USSEN/GA PERDUE GET US WORKING AGAIN,R9WsqIlKPDk,1,1,0,0,1
USSEN/GA PERDUE LIKE YOU,RsXn4oa8XNw,1,1,1,1,1
USSEN/GA PERDUE SECURE OUR BORDER,5Bt6DcMJjE4,1,1,1,0,1
USSEN/GA PERDUE TRUST,P_vuD3tHcJA,1,1,1,0,1
USSEN/GA PERDUE WE NEED A NEW DIRECTION,-9UHRD4QoMg,0,0,1,0,0
USSEN/GA PERDUE&NRSC AMERICAN DREAM,imFlbbqSWok,1,1,1,0,1
USSEN/GA PERDUE&NRSC HELPING GEORGIA GROW,MfqKo1mDoQU,1,0,1,0,0
USSEN/GA PERDUE&NRSC NUNN ADMITS,IEkFCukkH5Y,1,1,1,0,1
USSEN/HI HIRONO A GOOD EDUCATION,NGmD8jmVzS0,1,0,1,0,1
USSEN/HI HIRONO LINGLE SUPPORTING ROMNEY,hIsANI9bxe4,0,1,1,0,1
USSEN/HI HIRONO MISLEADING US AGAIN,8oSsTWSXFww,1,0,0,1,1
USSEN/HI HIRONO MITT ROMNEY,6LR1egXAeCI,1,0,1,1,1
USSEN/HI HIRONO NEGATIVE CAMPAIGN,XBhV8az6bLo,0,0,1,0,1
USSEN/HI HIRONO NEWSPAPER ENDORSEMENT,7ZIIZA-c-zM,0,0,1,0,0
USSEN/HI HIRONO OBAMA'S TORMENTOR,H6-sRNdaZIw,1,1,0,1,1
USSEN/HI HIRONO WE CAN DO BETTER,e0xqKxAv7jE,1,1,1,0,1
USSEN/HI LINGLE AMERICAN PROBLEMS,-33cIZzWwho,1,0,1,1,0
USSEN/HI LINGLE DEFENSE CUTS,CqUI0GkjlS4,0,1,1,1,1
USSEN/HI LINGLE PUTS PEOPLE FIRST,-2Lrao-0mJQ,1,0,1,0,0
USSEN/HI LINGLE ZERO,6VdLrpmGANk,1,0,1,0,1
USSEN/IA BRALEY BACK TO WORK,M2W2XtnVmEU,1,0,1,0,0
USSEN/IA BRALEY BEST FOR IOWA,hngBb4DxsTE,1,1,1,0,1
USSEN/IA BRALEY BRIDGES,pPi6G4kxFbc,0,0,1,0,0
USSEN/IA BRALEY CLOSER LOOK,xcrlbqGBE_Q,0,1,0,1,1
USSEN/IA BRALEY HUGE PRIORITY,kcgYZXYOVHg,1,1,0,1,1
USSEN/IA BRALEY MINIMUM,nEtpLZuNCvs,1,1,0,1,1
USSEN/IA BRALEY MOM,x4r1ZpMbaEw,1,0,1,0,0
USSEN/IA BRALEY SOLVE PROBLEMS,Xiw9hekSkBU,1,0,1,0,0
USSEN/IA BRALEY THE TRUTH,vl6pQMT89YQ,1,1,0,1,1
USSEN/IA BRALEY TODD PRICHARD,1vFQAaRKkiY,1,0,1,1,1
USSEN/IA BRALEY WORK 60,eE12svo8iug,1,0,1,1,0
USSEN/IA ERNST BISCUIT,8yn_AcB0Oog,1,0,1,0,0
USSEN/IA ERNST CHRIS,KBPEM4Xrre4,1,0,1,0,0
USSEN/IA ERNST CROSSROADS,dxFtWKKay18,1,0,1,0,0
USSEN/IA ERNST DIFFERENCE,YokXZ4FzsV8,0,0,1,0,0
USSEN/IA ERNST DRIVE,p-rpeYufEbE,1,0,1,1,0
USSEN/IA ERNST RED OAK,E-tq3za3FKc,1,0,1,0,0
USSEN/IA ERNST SERVICE,cNYKFZktYrs,1,0,1,0,0
USSEN/IA ERNST VALUES,n6M2rfQxnwU,1,1,1,0,1
USSEN/IA ERNST WHAT I CARE ABOUT,F_JqmuNkZ30,1,0,1,0,0
USSEN/IA ERNST WILLIAM,SYZ2Kku5L8Y,1,0,1,0,0
USSEN/IA ERNST&NRSC HANDS,pwGGreYRpXU,1,0,1,0,0
USSEN/IL DURBIN CAPTAIN TONY 60,ugdwmRETIcs,1,0,0,1,1
USSEN/IL DURBIN STUDENT LOANS,ZR22BHCU44A,1,1,1,1,1
USSEN/IN DONNELLY BIPARTISANSHIP,3qzFMybdMT4,1,1,0,0,1
USSEN/IN DONNELLY COMMON SENSE MIDDLE,hXlav9oQbfQ,0,0,1,0,0
USSEN/IN DONNELLY INFLICT ON US,t0Svy9ll0pI,1,1,1,0,1
USSEN/IN DONNELLY MOURDOCK'S WAY,II8w3MB8qiM,1,1,1,0,1
USSEN/IN DONNELLY MY WAY OR THE HIGHWAY,XjvU0kgH0io,1,1,0,0,1
USSEN/IN DONNELLY ROAD RAGE,I7Rq_x--_tM,1,0,1,0,0
USSEN/IN DONNELLY WATCHES EVERY PENNY,v_e1kBJNXbo,1,0,1,0,0
USSEN/IN MOURDOCK A CHOICE,Xe05zEO1XSU,0,1,0,0,1
USSEN/IN MOURDOCK DISTORTED PERSONAL ATTACKS,POqoP5TLltU,0,1,1,0,1
USSEN/IN MOURDOCK GARBAGE ON TELEVISION,VmjZIPHNCRY,1,1,1,0,1
USSEN/IN MOURDOCK OBAMA-REID AGENDA,kSoarHs-1fU,0,0,1,0,0
USSEN/IN MOURDOCK ROMNEY ENDORSEMENT,pSMkRYZD7P0,1,0,1,1,0
USSEN/KS ORMAN ATTACK,TDF1-uj7u4w,0,0,1,1,0
USSEN/KS ORMAN AUTHENTIC,BXBsdl-3MNU,1,0,1,0,0
USSEN/KS ORMAN DECLARE,axOM1ADtMSQ,1,1,1,0,1
USSEN/KS ORMAN ELEVEN MILLION,uhNcjOjos9E,1,1,1,0,1
USSEN/KS ORMAN ENOUGH IS ENOUGH,roO6EtFIC3A,1,0,1,1,0
USSEN/KS ORMAN HALF RIGHT,2GqyWbmQr-A,0,0,1,1,0
USSEN/KS ORMAN INDEPENDENCE,lFYb0_Zidw4,1,0,1,1,0
USSEN/KS ORMAN MUDSLINGING,iCaNyn2Eq7A,1,0,1,0,0
USSEN/KS ORMAN WASHINGTON IS BROKEN,6erxUAC1Ncw,1,0,1,0,0
USSEN/KS ROBERTS ANOTHER VOTE,FSyC8Yk0b1I,0,1,0,0,1
USSEN/KS ROBERTS COACH,I8iMNndzlKU,1,0,1,0,0
USSEN/KS ROBERTS MISSING,_99zPXWayyg,1,1,0,0,1
USSEN/KS ROBERTS MISTAKE,qlLw5-obItE,1,1,0,1,1
USSEN/KS ROBERTS RESULTS,LCLmp4-4DBU,1,1,1,0,0
USSEN/KS ROBERTS TROUBLING,YQD6PaYRuwg,1,1,0,0,1
